Date,AAPL,IBM,MSFT,GOOG
2004-08-19,0.464861661195755,46.030094146728516,16.962112426757812,2.4991331100463867
2004-08-20,0.46622395515441895,46.22526168823242,17.012147903442383,2.697638988494873
2004-08-23,0.47046226263046265,45.89994430541992,17.087419509887695,2.7247869968414307
2004-08-24,0.48363175988197327,45.932472229003906,17.087419509887695,2.611959934234619
2004-08-25,0.5002828240394592,46.12767028808594,17.281885147094727,2.640104055404663
2004-08-26,0.5246535539627075,45.92162322998047,17.21288299560547,2.687675952911377
2004-08-27,0.5199608206748962,46.05718994140625,17.225425720214844,2.6438400745391846
2004-08-30,0.5164793729782104,45.76438903808594,17.12505531311035,2.540726900100708
2004-08-31,0.5220803022384644,45.92162322998047,17.12505531311035,2.5496931076049805
2004-09-01,0.5428178310394287,45.66677474975586,17.181514739990234,2.4968910217285156
2004-09-02,0.5397906303405762,45.85655975341797,17.325794219970703,2.528273105621338
2004-09-03,0.5332813858985901,45.758949279785156,17.00587272644043,2.490912914276123
2004-09-07,0.5413038730621338,46.07344436645508,17.162691116333008,2.5300168991088867
2004-09-08,0.5502347946166992,46.55604934692383,17.09996795654297,2.547950029373169
2004-09-09,0.5403958559036255,46.87052917480469,17.112512588500977,2.548198938369751
2004-09-10,0.5429694056510925,47.04407501220703,17.24424171447754,2.6234169006347656
2004-09-13,0.5387310981750488,46.89765930175781,17.093687057495117,2.677464008331299
2004-09-14,0.5372170805931091,47.022369384765625,17.21288299560547,2.7768421173095703
2004-09-15,0.532826840877533,46.83258056640625,17.056049346923828,2.789544105529785
2004-09-16,0.5502347946166992,46.69702911376953,17.09996795654297,2.8386099338531494
2004-09-17,0.5621930956840515,46.4909782409668,17.256786346435547,2.9262819290161133
2004-09-20,0.5708215832710266,46.46928024291992,17.256786346435547,2.9728569984436035
2004-09-21,0.575362503528595,46.480133056640625,17.09996795654297,2.9349989891052246
2004-09-22,0.5588635802268982,45.71559143066406,17.01214599609375,2.9484479427337646
2004-09-23,0.5641613602638245,45.482418060302734,17.156415939331055,3.009221076965332
2004-09-24,0.5644641518592834,45.7806396484375,17.11878204345703,2.984563112258911
2004-09-27,0.5680971741676331,45.634246826171875,17.056049346923828,2.945460081100464
2004-09-28,0.5758169889450073,45.80775451660156,17.106237411499023,3.1596570014953613
2004-09-29,0.5855042934417725,46.07887649536133,17.30069923400879,3.264763116836548
2004-09-30,0.5865640044212341,46.4909782409668,17.344602584838867,3.227900981903076
2004-10-01,0.585353434085846,47.022369384765625,17.720983505249023,3.3021230697631836
2004-10-04,0.5871699452400208,47.26093292236328,17.63943862915039,3.3638908863067627
2004-10-05,0.5959493517875671,47.34769058227539,17.80253791809082,3.4463319778442383
2004-10-06,0.6151731014251709,47.73810958862305,17.89662742614746,3.414202928543091
2004-10-07,0.5997334718704224,47.40193176269531,17.670801162719727,3.458287000656128
2004-10-08,0.5912564992904663,47.016929626464844,17.55788803100586,3.430392026901245
2004-10-11,0.5841420888900757,46.973548889160156,17.601795196533203,3.368872880935669
2004-10-12,0.5796011686325073,46.6319580078125,17.582977294921875,3.422173023223877
2004-10-13,0.6017007827758789,46.07887649536133,17.582977294921875,3.5093460083007812
2004-10-14,0.6808682680130005,45.97043228149414,17.438703536987305,3.536742925643921
2004-10-15,0.6887398362159729,46.00838088989258,17.55788803100586,3.5892961025238037
2004-10-18,0.7227987051010132,46.588584899902344,17.82135581970215,3.7150750160217285
2004-10-19,0.7178032398223877,48.45929718017578,17.677074432373047,3.6846890449523926
2004-10-20,0.7185603380203247,48.161033630371094,18.003273010253906,3.499134063720703
2004-10-21,0.7256741523742676,47.7706413269043,17.91544532775879,3.7205541133880615
2004-10-22,0.7176516652107239,47.385658264160156,17.40106201171875,4.294652938842773
2004-10-25,0.7197709083557129,47.94957733154297,17.33205795288086,4.667504787445068
2004-10-26,0.7261285185813904,48.25865173339844,17.501434326171875,4.5280280113220215
2004-10-27,0.7613976001739502,48.80088806152344,17.658260345458984,4.6318888664245605
2004-10-28,0.7900068759918213,48.52976989746094,17.570436477661133,4.814454078674316
2004-10-29,0.7931859493255615,48.66532516479492,17.54534149169922,4.748202800750732
2004-11-01,0.7939428091049194,48.86052322387695,17.614337921142578,4.882449150085449
2004-11-02,0.809836745262146,49.055728912353516,17.714710235595703,4.85355806350708
2004-11-03,0.8372356295585632,49.45156478881836,17.858983993530273,4.773856163024902
2004-11-04,0.8242167830467224,50.09140396118164,18.191455841064453,4.60025691986084
2004-11-05,0.8283042311668396,50.57939529418945,18.38591194152832,4.217939853668213
2004-11-08,0.8231570720672607,50.72609329223633,18.36709976196289,4.297640800476074
2004-11-09,0.8181626796722412,50.72609329223633,18.674467086791992,4.201751232147217
2004-11-10,0.8287587761878967,50.856483459472656,18.64937973022461,4.180829048156738
2004-11-11,0.8370836973190308,51.497535705566406,18.80620002746582,4.558413982391357
2004-11-12,0.8401108980178833,51.78548812866211,18.7999324798584,4.533009052276611
2004-11-15,0.8361760377883911,52.111473083496094,19.14950180053711,4.604491233825684
2004-11-16,0.8316338062286377,51.551876068115234,18.960729598999023,4.297391891479492
2004-11-17,0.8310286402702332,51.861534118652344,18.99567985534668,4.296395778656006
2004-11-18,0.8384460210800171,51.665977478027344,18.925764083862305,4.172859191894531
2004-11-19,0.8351163864135742,51.31282424926758,18.778955459594727,4.219184875488281
2004-11-22,0.9286637306213379,51.671417236328125,18.63213348388672,4.112086772918701
2004-11-23,0.9274525046348572,51.763763427734375,18.548229217529297,4.172360897064209
2004-11-24,0.9695340394973755,51.861534118652344,18.625141143798828,4.35268497467041
2004-11-26,0.9771029949188232,51.459537506103516,18.59717559814453,4.468002796173096
2004-11-29,1.0359858274459839,51.88330078125,18.71603012084961,4.509347915649414
2004-11-30,1.0149447917938232,51.1987419128418,18.744003295898438,4.532511234283447
